MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Condition1,SalePrice
RL,80.6234888736771,11701,Mitchel,1Fam,1Story,10,1,1909,1979,BrkFace,CBlock,921.0,Gd,Y,1273,1450,1594,1,0,4,2,TA,0,Attchd,2,321.0,10,40,6,450,0,5,2013,Oth,Partial,Norm,690388
RH,,16277,Veenker,1Fam,1Story,7,3,1919,2023,Plywood,PConc,1005.0,Gd,Y,582,1400,1848,2,1,4,1,Ex,2,Detchd,1,212.0,20,2,1,700,0,7,2006,COD,Normal,Norm,508839
FV,72.49208085490844,5533,CollgCr,1Fam,2Story,7,2,1973,1973,HdBoard,PConc,989.0,Ex,Y,400,1450,1275,1,0,4,1,Gd,1,Detchd,2,396.0,12,3,0,0,0,6,2015,New,Normal,Norm,486328
FV,104.46821513876597,20089,NWAmes,1Fam,2Story,4,2,1929,1976,HdBoard,PConc,434.0,TA,Y,1319,1750,1253,2,0,4,1,Ex,1,Attchd,2,486.0,7,28,5,0,0,11,2010,WD,Normal,Norm,514516
RL,94.03460062079102,14848,MeadowV,1Fam,2Story,2,3,1954,1954,Wd Sdng,PConc,880.0,TA,Y,1071,850,1022,1,0,4,2,Ex,1,Attchd,3,670.0,364,3,4,0,0,10,2021,WD,Normal,Feedr,378960
RH,71.58807630391436,11336,NAmes,TwnhsE,1Story,1,6,1916,1968,BrkFace,PConc,1016.0,Ex,Y,1442,1350,1074,2,0,4,1,Gd,1,BuiltIn,2,358.0,20,31,1,0,0,4,2019,New,Normal,Norm,520014
RL,74.28908175872068,16200,Crawfor,1Fam,SLvl,4,7,1931,1967,Plywood,CBlock,915.0,Ex,Y,835,1450,768,1,0,4,1,Gd,1,Detchd,2,557.0,5,69,11,0,4000,11,2022,WD,Normal,Norm,488587
FV,55.96258992898062,5825,BrkSide,TwnhsE,2Story,4,8,1902,2006,Plywood,PConc,925.0,Po,Y,1205,0,1791,1,0,3,1,Gd,0,Detchd,2,527.0,12,28,33,450,500,6,2023,WD,Normal,Norm,620479
RL,66.54056907470094,9345,NAmes,2fmCon,1.5Fin,2,3,2000,2000,CemntBd,CBlock,1146.0,Ex,Y,1353,1250,2223,1,0,2,1,TA,0,Attchd,1,283.0,149,104,20,0,0,1,2013,WD,Normal,Norm,648108
RL,76.18795575097229,16277,Mitchel,Twnhs,SFoyer,3,5,1957,1965,VinylSd,PConc,676.0,TA,Y,965,600,2070,2,0,2,1,Ex,1,Attchd,2,458.0,1,6,1,0,0,11,2013,WD,Normal,Norm,633451
RL,87.01227179138256,3031,Crawfor,1Fam,2Story,1,8,1921,1973,VinylSd,PConc,511.0,Gd,Y,972,0,849,1,0,3,1,Gd,2,Attchd,2,437.0,181,7,0,0,0,9,2016,WD,Normal,Feedr,362274
RM,,12741,Mitchel,1Fam,1Story,7,5,1965,1991,Plywood,PConc,895.0,Gd,Y,1107,300,1789,1,1,4,1,Ex,0,Attchd,2,496.0,17,12,14,0,0,5,2013,WD,Normal,Norm,684463
RH,47.814818881909794,12628,Veenker,1Fam,2Story,10,1,2015,2015,Plywood,CBlock,1229.0,Ex,Y,1262,0,2068,1,0,4,1,Gd,3,None,3,590.0,29,43,19,0,500,11,2011,WD,Abnorml,Norm,617984
RM,89.53965461357262,18376,Mitchel,Duplex,2Story,7,5,2002,2022,HdBoard,CBlock,1506.0,Ex,Y,1095,1600,1317,1,0,3,1,TA,1,Attchd,0,0.0,291,35,23,0,0,11,2018,WD,Normal,Norm,639039
RM,,4168,NridgHt,TwnhsE,1Story,5,1,2009,2009,Plywood,CBlock,1234.0,Gd,N,1392,1400,1540,3,1,3,1,Gd,1,Attchd,1,,84,32,9,0,0,12,2014,WD,Normal,Feedr,574802
RL,50.26017288644924,16938,Timber,TwnhsE,1Story,5,4,1950,2012,HdBoard,PConc,559.0,Gd,Y,961,0,696,2,0,3,1,TA,0,Attchd,1,161.0,154,15,2,0,0,11,2022,WD,Family,Norm,401955
C (all),96.72769474863843,8262,Gilbert,1Fam,1Story,4,3,1944,1978,HdBoard,CBlock,930.0,TA,Y,701,1100,1606,1,0,4,1,TA,0,Attchd,1,225.0,44,10,16,0,0,4,2009,COD,AdjLand,Norm,460951
RL,99.26557993475906,8711,IDOTRR,1Fam,SLvl,2,9,1939,2009,BrkFace,CBlock,1076.0,Fa,Y,1693,1200,1074,1,1,4,1,Gd,1,Detchd,2,404.0,1,1,14,0,0,7,2013,WD,Normal,Norm,502303
RH,75.27493964681321,5611,OldTown,2fmCon,1.5Fin,6,7,1937,1952,VinylSd,BrkTil,1053.0,TA,Y,918,950,1579,1,0,2,1,Fa,0,Detchd,3,630.0,30,17,31,0,0,3,2015,WD,Partial,PosN,645764
FV,,6148,StoneBr,1Fam,2Story,6,6,2014,2014,Wd Sdng,CBlock,1161.0,Gd,Y,929,1100,875,2,1,3,1,Ex,0,BuiltIn,2,469.0,25,26,8,0,0,9,2022,WD,Normal,Norm,418211
RL,85.34898417488864,12114,StoneBr,Twnhs,1.5Fin,1,9,1917,2018,CemntBd,PConc,724.0,Gd,Y,1080,1600,1717,1,0,3,1,Gd,0,Attchd,2,541.0,60,10,3,0,0,6,2016,WD,Abnorml,Feedr,375620
RL,97.91544305624502,6050,OldTown,2fmCon,2Story,5,9,2005,2005,Plywood,Slab,1019.0,Ex,Y,1120,950,1909,1,1,3,1,Gd,2,BuiltIn,2,372.0,43,45,0,500,0,11,2007,WD,Normal,Norm,599408
RM,84.5613705086345,13461,CollgCr,Duplex,SLvl,3,3,2013,2013,Wd Sdng,PConc,1126.0,TA,Y,983,1200,1186,1,1,4,1,TA,0,None,2,413.0,85,20,4,600,0,11,2012,COD,Normal,Feedr,495643
RH,43.44623445122863,7848,BrkSide,TwnhsE,1Story,2,5,2004,2004,MetalSd,Slab,1247.0,Gd,Y,1094,1000,1045,1,0,5,1,TA,1,None,2,378.0,24,5,20,0,0,4,2021,COD,AdjLand,Norm,608499
RM,110.19615497942254,5647,Sawyer,1Fam,1Story,8,6,1977,2022,VinylSd,PConc,758.0,TA,Y,1088,700,637,2,0,2,1,Gd,0,Attchd,2,373.0,49,36,9,0,0,4,2010,WD,Normal,PosA,605078
RH,91.31313778960086,8388,IDOTRR,1Fam,2Story,6,1,2006,2006,VinylSd,CBlock,896.0,TA,Y,1152,1600,1393,1,1,3,1,TA,0,Attchd,2,,84,4,10,0,0,1,2012,WD,Normal,Norm,635012
C (all),59.8095158945447,11846,Crawfor,1Fam,1.5Fin,7,1,1903,2017,Plywood,CBlock,188.0,Ex,Y,400,750,1267,2,0,3,2,Gd,0,None,3,636.0,42,33,13,0,0,7,2008,WD,Partial,Norm,505318
RL,49.407498552851806,9390,NridgHt,Duplex,1.5Fin,8,4,2001,2016,Wd Sdng,PConc,813.0,Gd,Y,1664,1400,879,2,0,3,1,Gd,1,Detchd,2,486.0,35,29,5,0,0,5,2018,Con,Normal,Artery,575954
RL,,10636,NWAmes,2fmCon,SFoyer,10,1,1963,1973,MetalSd,CBlock,842.0,TA,Y,1055,1100,1681,2,1,3,1,TA,1,Attchd,1,232.0,118,57,12,0,0,12,2008,Con,Normal,PosN,561025
RM,64.43479923264842,13284,Sawyer,1Fam,1.5Fin,9,7,2018,2018,MetalSd,PConc,694.0,TA,Y,1274,1200,1320,1,1,2,1,Gd,0,BuiltIn,2,355.0,78,47,13,0,0,10,2012,Oth,Normal,Norm,660517
RL,76.59990707997919,14829,CollgCr,1Fam,1Story,7,1,1910,2001,VinylSd,PConc,1049.0,Gd,Y,686,1350,1069,2,2,2,1,TA,1,BuiltIn,2,543.0,105,181,52,0,0,6,2018,WD,Abnorml,Norm,493615
FV,84.86813682556527,9259,NridgHt,1Fam,1Story,9,3,2015,2015,VinylSd,PConc,983.0,TA,Y,958,1300,1278,2,1,4,1,TA,0,Detchd,2,515.0,85,170,16,0,0,7,2022,New,Normal,Norm,560463
RL,58.67116224006409,6323,CollgCr,1Fam,2Story,5,1,1971,1972,MetalSd,Slab,322.0,Ex,Y,898,1000,1928,3,1,2,1,Gd,1,Attchd,2,367.0,7,7,11,0,0,8,2009,WD,Normal,Norm,589530
RM,,10804,Gilbert,Twnhs,2Story,10,5,1912,1957,BrkFace,Slab,1064.0,Fa,Y,1540,1100,1741,2,1,4,1,Fa,0,Detchd,2,537.0,40,64,10,0,0,11,2011,WD,Normal,Norm,592380
RL,77.71636935743956,12382,MeadowV,1Fam,2Story,8,8,1963,2015,MetalSd,CBlock,721.0,Gd,Y,924,900,1447,1,1,3,1,TA,2,Detchd,2,466.0,46,5,3,0,0,12,2008,WD,Normal,Norm,669053
FV,,4657,StoneBr,1Fam,1Story,7,1,1904,1968,VinylSd,CBlock,1145.0,TA,Y,1327,600,1747,3,1,3,1,Gd,2,Attchd,3,641.0,60,20,15,0,0,6,2013,WD,Normal,Norm,463501
RL,72.92191571464797,6937,IDOTRR,1Fam,2Story,10,6,1910,1980,Plywood,PConc,615.0,Gd,Y,904,1300,1035,2,1,2,1,Gd,1,Detchd,2,468.0,180,23,5,550,0,5,2023,WD,Normal,Norm,625195
RL,43.1334712607547,7623,ClearCr,TwnhsE,1.5Fin,6,5,1965,1983,VinylSd,PConc,1009.0,Fa,N,964,1550,1512,1,0,1,1,Ex,0,Attchd,2,437.0,38,0,5,750,0,9,2011,WD,Normal,Norm,541996
RL,,9668,Mitchel,1Fam,1Story,8,9,2001,2001,MetalSd,Slab,915.0,TA,Y,1026,1250,1558,1,1,3,1,Gd,1,Attchd,1,241.0,42,56,16,0,0,4,2010,WD,Abnorml,Norm,712348
FV,84.29903782079994,7455,CollgCr,1Fam,2Story,3,6,1913,2007,CemntBd,CBlock,1090.0,Ex,Y,1485,1400,1312,3,0,4,2,Gd,1,BuiltIn,2,454.0,23,6,13,450,0,2,2013,WD,Partial,Norm,466333
RL,,13328,StoneBr,1Fam,1Story,10,8,1932,2017,VinylSd,CBlock,1037.0,Gd,Y,533,1500,1674,1,1,4,1,Gd,1,Attchd,2,413.0,161,4,4,0,0,4,2022,WD,Normal,PosA,503385
RL,54.23284058253463,4079,IDOTRR,1Fam,2Story,7,7,1948,1992,BrkFace,PConc,923.0,Gd,Y,705,650,1187,2,1,2,1,Gd,0,Attchd,1,138.0,194,47,17,0,0,4,2015,WD,Normal,Norm,705861
FV,46.63471261363897,4181,IDOTRR,1Fam,2Story,8,7,1967,2011,Plywood,CBlock,539.0,TA,Y,515,0,1703,2,1,2,1,Fa,1,BuiltIn,2,482.0,121,45,21,0,0,8,2016,WD,Normal,Feedr,689247
RL,70.31527379503584,9164,Somerst,Duplex,1Story,5,5,1900,1958,BrkFace,Slab,556.0,TA,Y,773,600,1720,2,0,2,1,Gd,0,Detchd,1,205.0,43,27,3,0,0,9,2020,WD,Normal,PosA,596230
RL,81.22065594038818,9797,NWAmes,TwnhsE,2Story,9,4,1979,2021,CemntBd,Slab,824.0,Gd,Y,856,1350,400,1,0,4,1,Gd,1,BuiltIn,1,251.0,112,74,3,500,0,2,2018,WD,Normal,Norm,419127
RL,78.10350280385101,4681,IDOTRR,1Fam,2Story,1,5,1961,1961,BrkFace,CBlock,997.0,Gd,Y,615,1450,1976,2,0,3,2,TA,0,Attchd,2,478.0,35,12,16,0,0,1,2016,New,Normal,Norm,499808
RL,59.7568031127738,8073,BrkSide,1Fam,1Story,2,2,2019,2019,Wd Sdng,PConc,817.0,TA,Y,879,900,400,2,1,3,1,Gd,1,Detchd,1,206.0,136,10,6,0,0,2,2016,WD,Normal,Norm,564463
RL,,8895,Veenker,1Fam,SLvl,6,7,1937,1951,VinylSd,Slab,1187.0,TA,Y,495,1400,1253,3,1,4,1,Gd,0,Attchd,2,521.0,109,13,1,0,0,11,2015,COD,Normal,Norm,425106
RL,100.04710942551989,8926,Somerst,1Fam,1.5Fin,8,1,1961,1968,VinylSd,CBlock,916.0,Gd,Y,794,0,1910,1,0,4,1,Gd,0,Attchd,2,456.0,146,72,40,700,0,4,2009,Oth,AdjLand,Norm,616976
RL,74.10289374618056,11107,OldTown,1Fam,2Story,9,9,1910,2011,HdBoard,PConc,710.0,TA,Y,1460,1150,1373,1,0,4,1,TA,0,Attchd,2,453.0,16,11,4,0,0,7,2013,COD,Normal,Norm,600509
RL,,7853,Timber,Duplex,1Story,5,1,2013,2013,VinylSd,PConc,916.0,Gd,Y,1221,1200,913,1,0,2,1,Ex,2,Attchd,1,214.0,34,46,37,0,0,7,2021,WD,Normal,PosN,423423
RL,74.06400676201284,16411,NWAmes,1Fam,2Story,7,2,2003,2008,CemntBd,CBlock,1067.0,Gd,Y,1156,900,1062,1,0,3,1,TA,1,Detchd,2,574.0,100,81,8,400,0,4,2006,New,Normal,Norm,480583
RL,110.87913942425217,12452,Sawyer,1Fam,1Story,6,2,1944,1981,BrkFace,BrkTil,1097.0,Fa,Y,799,1300,1910,3,1,3,1,Ex,1,Attchd,1,191.0,165,1,10,0,0,11,2020,WD,Partial,Norm,593712
RL,44.252183737688085,7271,NAmes,1Fam,1Story,10,2,1957,1957,Plywood,Slab,1563.0,TA,Y,639,900,731,1,1,4,1,Gd,1,BuiltIn,2,414.0,198,20,4,0,0,1,2016,Con,Abnorml,Norm,560030
RL,70.59449323658045,10878,Crawfor,1Fam,2Story,7,1,2006,2006,HdBoard,Slab,799.0,Ex,Y,758,950,1951,1,1,4,1,Ex,1,None,2,341.0,60,55,42,200,0,7,2012,WD,Normal,Norm,556857
RL,65.47329133935732,10996,NAmes,1Fam,SLvl,5,9,1936,1967,BrkFace,CBlock,977.0,Gd,Y,1087,1100,1477,2,0,2,1,Ex,0,Attchd,2,498.0,34,12,7,450,2000,5,2008,WD,Normal,Norm,637956
RH,71.91765918550128,15358,Mitchel,1Fam,1Story,10,7,1929,1971,MetalSd,Slab,1127.0,Gd,Y,1360,1400,1023,1,0,4,1,Gd,1,BuiltIn,2,393.0,36,7,3,0,0,10,2019,WD,Normal,Norm,590207
RL,73.88504306307543,8098,Gilbert,Duplex,2Story,2,3,1930,1988,BrkFace,PConc,992.0,Ex,Y,1370,450,1266,1,1,3,1,Gd,0,Detchd,3,603.0,127,65,1,0,0,3,2006,New,Normal,Norm,478257
FV,,13569,Somerst,1Fam,2Story,10,4,1987,2008,Plywood,PConc,849.0,Po,Y,1289,550,1093,2,2,4,1,TA,1,Attchd,1,199.0,4,84,22,0,0,12,2015,WD,Normal,Norm,655328
RL,71.69566572801621,10667,NWAmes,1Fam,2Story,2,3,1926,1993,Wd Sdng,PConc,535.0,Ex,Y,878,750,1846,2,0,2,1,TA,0,Attchd,3,667.0,9,6,16,0,0,10,2008,WD,Normal,Norm,473786
RL,,16466,BrkSide,TwnhsE,1.5Fin,3,5,1910,1966,CemntBd,CBlock,846.0,Gd,Y,1107,400,1792,2,1,3,1,TA,2,Detchd,2,339.0,2,17,2,0,0,9,2022,WD,Normal,Norm,628736
RM,67.64688682427035,15663,OldTown,1Fam,1Story,9,4,1920,2003,Plywood,BrkTil,677.0,TA,Y,1003,600,812,2,0,1,1,Gd,1,Attchd,2,260.0,99,130,29,650,4000,6,2009,New,Normal,Norm,601930
RL,62.997264520507336,11287,NAmes,Duplex,2Story,8,5,2022,2022,BrkFace,BrkTil,482.0,Ex,Y,1039,650,1338,1,0,4,1,Fa,0,Detchd,1,238.0,4,41,7,0,0,8,2020,Oth,Family,Norm,624484
C (all),56.61634033922788,9450,MeadowV,1Fam,1Story,10,4,2008,2008,Plywood,Slab,761.0,Gd,Y,1711,550,1154,2,2,2,1,Gd,1,Attchd,1,135.0,10,46,8,0,4000,3,2016,WD,Normal,Norm,643326
RL,33.658259417596945,12526,ClearCr,1Fam,1Story,8,3,2018,2018,MetalSd,CBlock,685.0,TA,Y,571,750,2017,2,1,3,2,Ex,0,Attchd,3,762.0,110,132,16,550,4000,1,2006,WD,Abnorml,Norm,585879
RL,,9778,Gilbert,1Fam,2Story,7,5,1934,2012,VinylSd,CBlock,1175.0,Gd,Y,1029,900,959,2,2,4,1,Ex,0,Detchd,1,282.0,3,39,51,0,0,9,2018,WD,Family,Norm,507465
RL,,17221,Somerst,Duplex,1Story,4,2,1954,1994,BrkFace,PConc,1180.0,Gd,Y,1463,1250,2141,2,0,4,1,TA,2,Attchd,3,640.0,21,14,10,250,0,6,2021,WD,Normal,Norm,650140
RM,79.16470954571723,10813,SawyerW,TwnhsE,1Story,1,6,1960,1971,CemntBd,CBlock,728.0,Gd,Y,660,550,1486,2,0,4,1,Gd,1,Detchd,2,543.0,21,0,18,0,0,5,2009,WD,Normal,Feedr,495803
RL,83.73494708323359,8877,NWAmes,1Fam,1Story,2,5,1964,1976,VinylSd,CBlock,921.0,Fa,Y,906,1500,1035,2,1,4,1,TA,1,Detchd,2,438.0,311,31,37,0,0,4,2023,WD,Abnorml,Norm,418594
RL,61.7393734997109,8661,Timber,1Fam,1Story,3,2,1903,1982,Plywood,PConc,442.0,TA,Y,941,850,1229,2,1,4,1,TA,1,Attchd,2,567.0,20,52,28,250,0,8,2020,WD,Normal,Norm,441550
RH,65.11333217452659,5647,CollgCr,1Fam,1Story,1,8,1974,1974,CemntBd,PConc,851.0,Ex,Y,1033,1300,1179,1,0,4,1,Ex,0,BuiltIn,1,201.0,21,12,18,0,0,7,2019,COD,Partial,Norm,408801
RL,89.69282976666524,12726,ClearCr,1Fam,1Story,6,9,1904,1972,Plywood,PConc,1119.0,Gd,Y,621,0,990,2,0,3,1,Ex,0,Attchd,2,250.0,3,18,15,0,0,9,2012,WD,Normal,Norm,596119
RL,110.1738728057964,7219,OldTown,1Fam,1Story,8,7,1934,1959,HdBoard,BrkTil,1247.0,TA,Y,1278,350,1537,1,0,1,1,TA,1,Detchd,3,650.0,96,0,24,0,0,12,2008,WD,AdjLand,Feedr,617446
RL,99.75895871593639,14892,MeadowV,Twnhs,2Story,10,9,1936,1961,VinylSd,CBlock,786.0,Gd,Y,1299,800,1008,2,1,3,1,TA,1,Attchd,1,288.0,138,45,6,0,500,11,2013,WD,Normal,Norm,550573
RM,86.10489259456044,5328,IDOTRR,1Fam,2Story,5,9,1983,2005,BrkFace,PConc,1315.0,Gd,Y,1252,650,627,2,1,2,1,TA,0,Attchd,3,724.0,48,165,13,0,0,4,2020,WD,Partial,Norm,610464
RL,70.70301158781018,11008,OldTown,1Fam,SLvl,9,7,2011,2011,MetalSd,Slab,545.0,Gd,Y,838,900,1348,1,0,3,1,Gd,0,BuiltIn,3,598.0,30,1,27,0,500,3,2016,WD,Normal,Norm,729326
RM,74.19437828534647,15100,ClearCr,1Fam,SLvl,10,4,1986,1986,BrkFace,PConc,625.0,Gd,Y,1125,300,778,1,0,3,1,TA,0,CarPort,1,233.0,12,56,3,0,0,2,2017,WD,Normal,Norm,545686
C (all),54.929853611434915,1891,Somerst,1Fam,SLvl,9,2,1953,1981,Wd Sdng,PConc,1212.0,Fa,Y,830,850,1199,3,0,2,1,TA,0,Attchd,2,517.0,9,4,7,0,0,7,2020,WD,Normal,Norm,665291
RL,41.03664957394686,18573,MeadowV,Twnhs,2Story,5,8,1965,1965,CemntBd,CBlock,1501.0,Ex,Y,1000,1250,1136,1,1,4,1,Gd,0,Attchd,1,216.0,29,49,9,0,0,10,2012,WD,Normal,PosA,578533
RL,47.46403284480118,8798,StoneBr,1Fam,1Story,4,5,1963,2011,HdBoard,PConc,1148.0,Ex,Y,1746,1300,1151,1,0,4,1,TA,0,Detchd,2,650.0,191,21,3,0,0,4,2006,WD,Normal,Norm,354495
RL,,11064,Crawfor,TwnhsE,1Story,10,7,1918,2022,Plywood,PConc,987.0,TA,Y,1128,450,2300,1,0,3,1,Gd,1,Attchd,3,597.0,3,148,12,400,0,12,2021,WD,Normal,Norm,526351
RL,64.16015477146645,12785,StoneBr,1Fam,SLvl,3,9,2018,2018,Wd Sdng,CBlock,341.0,TA,Y,743,650,1522,2,1,4,1,Gd,0,BuiltIn,3,780.0,254,49,0,0,0,6,2017,WD,Normal,Norm,466961
RL,40.611165905606306,13404,Gilbert,1Fam,SFoyer,5,9,2013,2013,HdBoard,PConc,393.0,Gd,Y,1154,950,1598,1,0,3,1,Gd,0,Attchd,3,751.0,5,141,70,0,0,10,2016,WD,Normal,Norm,459032
RL,69.25353241900528,11595,OldTown,1Fam,2Story,1,7,1929,1967,Plywood,PConc,1038.0,TA,Y,694,950,789,2,1,3,1,Gd,1,Attchd,1,192.0,374,49,9,0,0,4,2016,WD,Normal,Norm,489128
FV,,14489,Timber,TwnhsE,2Story,8,3,1914,2012,Wd Sdng,PConc,892.0,TA,Y,740,1400,1238,2,1,3,1,Gd,1,Attchd,2,406.0,4,63,2,0,0,2,2021,WD,Normal,Artery,503127
RL,46.5430228943184,12576,CollgCr,1Fam,1Story,7,1,1920,2008,Plywood,BrkTil,668.0,Gd,N,787,700,1586,1,0,3,1,TA,0,Attchd,1,260.0,23,1,11,0,0,7,2019,WD,Partial,Norm,539018
RH,62.59641978759859,17543,NoRidge,1Fam,1Story,1,8,1978,1982,VinylSd,CBlock,1019.0,TA,Y,966,1200,1090,2,1,3,1,Ex,0,BuiltIn,3,677.0,91,89,19,700,0,7,2018,WD,Abnorml,PosA,509446
RH,63.58093998567312,12589,Edwards,1Fam,2Story,3,1,1903,2002,VinylSd,BrkTil,1034.0,TA,Y,1381,1550,1863,1,1,4,1,Fa,1,Detchd,1,,49,160,43,0,0,6,2020,WD,Normal,Norm,598943
RL,57.667257201510665,18358,StoneBr,1Fam,1Story,6,5,1912,2020,Plywood,CBlock,1283.0,Gd,Y,1273,550,1018,1,1,3,1,Ex,0,Attchd,1,154.0,35,103,6,350,0,5,2011,WD,Partial,Norm,425318
RH,88.5334032955188,14104,Crawfor,TwnhsE,2Story,6,3,1980,1994,BrkFace,PConc,1040.0,Fa,Y,1256,1450,1385,2,1,3,1,TA,0,Attchd,0,0.0,523,12,12,0,0,8,2018,New,Partial,Norm,495012
RM,31.94196875813376,3276,MeadowV,TwnhsE,1.5Fin,9,4,1918,1964,VinylSd,PConc,1368.0,Fa,Y,770,600,1265,1,0,3,2,Gd,1,Attchd,1,231.0,260,60,1,0,0,8,2023,New,Normal,Norm,630231
RL,30.284020185780577,20944,Crawfor,1Fam,1.5Fin,3,8,1908,1974,VinylSd,PConc,1002.0,Gd,Y,937,600,1565,2,0,3,2,Fa,0,Detchd,1,217.0,67,139,4,0,0,2,2010,WD,Normal,Norm,495459
RL,70.06571568898184,8202,Edwards,1Fam,SLvl,10,5,1902,1963,HdBoard,CBlock,965.0,Ex,Y,1181,1150,1243,2,0,4,1,Gd,1,Detchd,1,234.0,23,58,4,0,0,9,2016,WD,Normal,Norm,640392
RL,71.92254378784612,16482,Gilbert,1Fam,1Story,5,2,1987,1987,VinylSd,CBlock,1319.0,Fa,Y,911,1100,1391,1,0,4,1,Gd,1,Attchd,3,610.0,78,40,0,350,0,4,2018,WD,Normal,Norm,530589
RL,78.08430272037947,10607,Sawyer,1Fam,2Story,9,4,1945,2015,HdBoard,CBlock,706.0,Gd,Y,1016,1000,1405,3,0,4,1,Fa,0,Detchd,2,392.0,18,59,11,0,500,10,2015,WD,AdjLand,Norm,664217
FV,59.220529834418116,14744,Crawfor,1Fam,2Story,3,1,1935,1964,Plywood,CBlock,1844.0,Ex,Y,1232,450,1206,2,0,3,1,Gd,0,Detchd,1,210.0,33,6,2,0,0,6,2023,WD,Normal,PosA,441231
RL,51.641523898153366,7746,Mitchel,1Fam,2Story,1,8,1979,2015,CemntBd,PConc,1112.0,TA,Y,995,0,1694,1,1,3,1,TA,2,None,2,402.0,64,28,9,0,0,3,2013,COD,Normal,Feedr,591453
RL,69.85367734610105,13002,NridgHt,1Fam,SFoyer,1,1,1921,1971,Plywood,BrkTil,1114.0,TA,Y,1167,1600,1595,2,0,3,1,Gd,1,Detchd,2,614.0,65,67,30,0,0,3,2009,WD,Normal,Norm,553988
RM,61.16843729304008,9487,Edwards,TwnhsE,1Story,4,9,1964,1986,MetalSd,CBlock,1157.0,Ex,Y,1577,1550,1464,3,1,4,1,TA,3,Attchd,2,512.0,48,35,6,0,0,12,2008,Con,Normal,Norm,610623
C (all),101.02142809311388,16816,NridgHt,1Fam,1Story,10,2,1959,1989,HdBoard,CBlock,1563.0,Gd,Y,1048,1600,1327,2,1,3,1,Gd,1,Attchd,2,,210,28,0,300,0,9,2021,WD,Partial,Norm,691272
RL,63.515455001496164,12254,Sawyer,Duplex,1Story,1,6,1983,1983,Wd Sdng,PConc,1237.0,TA,N,1453,900,1818,2,0,3,1,Ex,0,CarPort,2,602.0,20,37,10,0,0,3,2018,WD,Partial,Norm,586508
RL,68.93629696565844,14243,SawyerW,Duplex,2Story,4,8,1977,1977,BrkFace,PConc,518.0,Fa,N,1267,1550,1405,2,1,2,1,Gd,0,Attchd,2,405.0,71,24,22,0,2000,7,2016,WD,Family,Norm,571660
RL,119.50836279195885,1843,ClearCr,TwnhsE,1Story,2,2,1983,1983,HdBoard,CBlock,1421.0,Gd,Y,659,850,1377,1,0,4,1,Gd,0,Attchd,1,221.0,48,94,38,0,0,2,2013,WD,Normal,Norm,563089
C (all),66.10479546538626,10157,Edwards,Twnhs,1Story,10,9,1926,1954,Wd Sdng,PConc,897.0,Ex,Y,769,0,1541,1,1,2,1,Ex,1,Attchd,2,511.0,37,0,2,750,0,11,2013,WD,Normal,Norm,727736
RL,81.12313730398182,12142,NoRidge,1Fam,1Story,7,4,1917,2005,MetalSd,BrkTil,1032.0,Gd,Y,849,350,2178,2,1,5,1,Gd,0,Detchd,2,282.0,1,28,32,0,0,10,2022,COD,Partial,Norm,651053
RL,82.92618866772706,11394,NoRidge,1Fam,2Story,8,5,1966,1990,MetalSd,CBlock,616.0,Gd,Y,843,500,963,2,1,2,1,TA,1,Detchd,2,421.0,52,7,33,0,0,10,2018,WD,Abnorml,Norm,563446
RM,,14344,OldTown,Duplex,2Story,8,4,1907,2012,Wd Sdng,CBlock,1157.0,Gd,N,1072,700,1807,2,1,3,2,Gd,1,Detchd,2,394.0,54,18,18,550,0,6,2023,Con,Family,Norm,619026
RL,,9036,Somerst,Duplex,1Story,7,9,1956,2013,HdBoard,PConc,804.0,TA,Y,1284,1650,742,1,1,3,1,TA,1,Attchd,2,456.0,274,6,11,0,0,2,2020,COD,Normal,Norm,516673
RL,73.87681588821019,10695,MeadowV,1Fam,SLvl,8,7,1977,1977,HdBoard,BrkTil,1030.0,Ex,Y,1476,600,1586,2,1,3,1,Gd,1,Detchd,2,469.0,81,57,15,300,0,6,2019,WD,Normal,Norm,624428
RH,72.00668579674232,15224,ClearCr,1Fam,2Story,1,4,2001,2010,VinylSd,Slab,914.0,TA,Y,1192,1100,2130,1,1,3,1,TA,0,BuiltIn,1,216.0,33,23,2,450,0,7,2015,COD,Normal,Norm,619057
RM,58.480121955324535,1385,NAmes,TwnhsE,1Story,9,1,1980,1980,Plywood,PConc,1577.0,TA,Y,966,500,1695,1,0,4,2,Gd,0,Attchd,1,215.0,81,95,45,0,2000,4,2010,WD,Partial,Norm,597754
RL,,12857,Gilbert,1Fam,1Story,8,9,2023,2023,BrkFace,CBlock,1594.0,TA,N,475,1150,1568,2,1,2,1,Gd,1,Attchd,2,525.0,4,107,32,0,0,5,2017,COD,Normal,Norm,632529
